,Transaction ID,Customer ID,Payment_Mode
14980,10014991,59530,Card
14981,10014992,59213,Card
14982,10014993,59120,Card
14983,10014994,57872,Cash
14984,10014995,59982,Card
14985,10014996,57240,Cash
14986,10014997,57933,Card
14987,10014998,57670,Cash
14988,10014999,58295,Cash
14989,10015000,58879,Cash
14990,10015001,57357,Card
14991,10015002,59422,Card
14992,10015003,59904,Card
14993,10015004,58629,Card
14994,10015005,58981,Card
14995,10015006,59874,Card
14996,10015007,59029,Cash
14997,10015008,59108,Card
14998,10015009,58654,Card
14999,10015010,59109,Cash
15000,10015011,58061,Cash
15001,10015012,57975,Cash
15002,10015013,57181,Cash
15003,10015014,59710,Card
15004,10015015,57826,Cash
15005,10015016,57708,Cash
15006,10015017,58457,Card
15007,10015018,58138,Card
15008,10015019,59800,Cash
15009,10015020,57682,Card
15010,10015021,57535,Cash
15011,10015022,58542,Cash
15012,10015023,58360,Card
15013,10015024,57835,Cash
15014,10015025,57774,Cash
15015,10015026,58884,Card
15016,10015027,58612,Card
15017,10015028,57399,Card
15018,10015029,59331,Card
15019,10015030,57072,Cash
15020,10015031,59899,Card
15021,10015032,58894,Card
15022,10015033,58225,Card
15023,10015034,57095,Cash
15024,10015035,57475,Cash
15025,10015036,59188,Card
15026,10015037,59441,Card
15027,10015038,57723,Card
15028,10015039,59021,Card
15029,10015040,59471,Card
15030,10015041,57065,Card
15031,10015042,59685,Card
15032,10015043,59865,Cash
15033,10015044,58860,Card
15034,10015045,57739,Cash
15035,10015046,57570,Card
15036,10015047,59221,Card
15037,10015048,59557,Card
15038,10015049,59050,Card
15039,10015050,59658,Card
15040,10015051,58483,Card
15041,10015052,59997,Cash
15042,10015053,59412,Cash
15043,10015054,59857,Card
15044,10015055,59154,Cash
15045,10015056,57826,Cash
15046,10015057,58318,Cash
15047,10015058,59401,Cash
15048,10015059,59014,Cash
15049,10015060,58268,Card
15050,10015061,58092,Cash
15051,10015062,57709,Card
15052,10015063,59187,Cash
15053,10015064,58325,Card
15054,10015065,59507,Card
15055,10015066,58079,Card
15056,10015067,57162,Card
15057,10015068,57790,Cash
15058,10015069,58600,Card
15059,10015070,57730,Cash
15060,10015071,58474,Cash
15061,10015072,58519,Card
15062,10015073,57312,Card
15063,10015074,59792,Cash
15064,10015075,59284,Cash
15065,10015076,3301,Card
15066,10015077,3222,Cash
15067,10015078,4807,Card
15068,10015079,5222,Cash
15069,10015080,4572,Card
15070,10015081,3944,Cash
15071,10015082,4757,Card
15072,10015083,3246,Card
15073,10015084,4029,Card
15074,10015085,3962,Card
15075,10015086,5673,Card
15076,10015087,5656,Cash
15077,10015088,5816,Card
15078,10015089,4629,Card
15079,10015090,4444,Cash
15080,10015091,5883,Card
15081,10015092,3246,Cash
15082,10015093,3107,Card
15083,10015094,5105,Card
15084,10015095,5399,Card
15085,10015096,4630,Card
15086,10015097,4130,Card
15087,10015098,5569,Card
15088,10015099,3889,Card
15089,10015100,5047,Cash
15090,10015101,5167,Card
15091,10015102,3175,Card
15092,10015103,4670,Card
15093,10015104,4952,Card
15094,10015105,4807,Card
15095,10015106,5357,Card
15096,10015107,5053,Cash
15097,10015108,5397,Card
15098,10015109,4209,Cash
15099,10015110,3688,Card
15100,10015111,5392,Cash
15101,10015112,5093,Card
15102,10015113,4460,Cash
15103,10015114,4130,Card
15104,10015115,4206,Cash
15105,10015116,4821,Cash
15106,10015117,4637,Cash
15107,10015118,4867,Card
15108,10015119,5650,Cash
15109,10015120,5407,Cash
15110,10015121,3443,Card
15111,10015122,4414,Card
15112,10015123,4628,Cash
15113,10015124,4328,Card
15114,10015125,3960,Cash
15115,10015126,4494,Cash
15116,10015127,5674,Card
15117,10015128,4504,Card
15118,10015129,3769,Cash
15119,10015130,3115,Cash
15120,10015131,4633,Card
15121,10015132,3775,Card
15122,10015133,3104,Cash
15123,10015134,4289,Cash
15124,10015135,5957,Card
15125,10015136,5209,Card
15126,10015137,5664,Cash
15127,10015138,4771,Card
15128,10015139,5115,Cash
15129,10015140,5404,Card
15130,10015141,4444,Card
15131,10015142,4737,Cash
15132,10015143,4906,Cash
15133,10015144,5053,Cash
15134,10015145,4466,Card
15135,10015146,3752,Cash
15136,10015147,4569,Cash
15137,10015148,4837,Card
15138,10015149,4433,Card
15139,10015150,5504,Card
15140,10015151,5847,Card
15141,10015152,5547,Cash
15142,10015153,4861,Card
15143,10015154,3613,Cash
15144,10015155,4348,Card
15145,10015156,3378,Card
15146,10015157,4327,Card
15147,10015158,3123,Card
15148,10015159,5931,Card
15149,10015160,5348,Card
15150,10015161,4849,Card
15151,10015162,3494,Cash
15152,10015163,3771,Card
15153,10015164,3438,Cash
15154,10015165,3792,Card
15155,10015166,4038,Cash
15156,10015167,4961,Card
15157,10015168,4315,Card
15158,10015169,4200,Card
15159,10015170,5737,Card
15160,10015171,3427,Card
15161,10015172,5645,Cash
15162,10015173,5043,Cash
15163,10015174,5083,Card
15164,10015175,4094,Card
15165,10015176,3601,Card
15166,10015177,5272,Cash
15167,10015178,5537,Cash
15168,10015179,5932,Card
15169,10015180,3809,Card
15170,10015181,3764,Card
15171,10015182,5488,Card
15172,10015183,4632,Cash
15173,10015184,5455,Card
15174,10015185,4828,Cash
15175,10015186,3323,Card
15176,10015187,5833,Card
15177,10015188,5369,Cash
15178,10015189,4453,Card
15179,10015190,4907,Card
15180,10015191,5178,Cash
15181,10015192,4417,Cash
15182,10015193,3310,Cash
15183,10015194,3002,Card
15184,10015195,5500,Card
15185,10015196,4095,Card
15186,10015197,5147,Card
15187,10015198,5544,Card
15188,10015199,5841,Cash
15189,10015200,5884,Card
15190,10015201,5992,Card
15191,10015202,4484,Card
15192,10015203,4891,Card
15193,10015204,4933,Cash
15194,10015205,4541,Card
15195,10015206,5795,Card
15196,10015207,4046,Card
15197,10015208,5478,Card
15198,10015209,5572,Card
15199,10015210,4324,Card
15200,10015211,4287,Cash
15201,10015212,3791,Card
15202,10015213,5584,Card
15203,10015214,5005,Card
15204,10015215,3216,Card
15205,10015216,4668,Card
15206,10015217,3887,Cash
15207,10015218,4702,Card
15208,10015219,3186,Card
15209,10015220,4609,Card
15210,10015221,4385,Cash
15211,10015222,3246,Cash
15212,10015223,5636,Card
15213,10015224,4971,Card
15214,10015225,3892,Cash
15215,10015226,5445,Card
15216,10015227,4890,Card
15217,10015228,4825,Card
15218,10015229,3968,Card
15219,10015230,3038,Card
15220,10015231,5059,Cash
15221,10015232,5888,Cash
15222,10015233,3710,Cash
15223,10015234,4714,Card
15224,10015235,5930,Cash
15225,10015236,3144,Cash
15226,10015237,4243,Card
15227,10015238,4850,Card
15228,10015239,5659,Card
15229,10015240,4768,Card
15230,10015241,5963,Card
15231,10015242,4474,Cash
15232,10015243,4533,Card
15233,10015244,5339,Card
15234,10015245,5082,Card
15235,10015246,5956,Card
15236,10015247,5465,Card
15237,10015248,4601,Card
15238,10015249,4153,Card
15239,10015250,4076,Cash
15240,10015251,4854,Card
15241,10015252,5622,Card
15242,10015253,4528,Card
15243,10015254,3636,Cash
15244,10015255,4268,Cash
15245,10015256,5870,Card
15246,10015257,3425,Cash
15247,10015258,5893,Cash
15248,10015259,3432,Card
15249,10015260,4302,Cash
15250,10015261,5595,Card
15251,10015262,3275,Cash
15252,10015263,5400,Card
15253,10015264,3851,Cash
15254,10015265,3521,Card
15255,10015266,4101,Card
15256,10015267,3532,Card
15257,10015268,5476,Cash
15258,10015269,4668,Card
15259,10015270,3100,Card
15260,10015271,5454,Card
15261,10015272,4503,Cash
15262,10015273,5060,Card
15263,10015274,4937,Cash
15264,10015275,3477,Card
15265,10015276,4394,Card
15266,10015277,3849,Cash
15267,10015278,5426,Card
15268,10015279,3022,Card
15269,10015280,5309,Card
15270,10015281,4551,Cash
15271,10015282,3253,Card
15272,10015283,3155,Card
15273,10015284,4029,Cash
15274,10015285,3443,Card
15275,10015286,3165,Card
15276,10015287,4154,Cash
15277,10015288,4016,Card
15278,10015289,5124,Card
15279,10015290,5905,Card
15280,10015291,3805,Cash
15281,10015292,3946,Cash
15282,10015293,4315,Cash
15283,10015294,5211,Card
15284,10015295,3264,Card
15285,10015296,5230,Card
15286,10015297,26261,Card
15287,10015298,26208,Card
15288,10015299,26301,Cash
15289,10015300,25844,Cash
15290,10015301,24602,Cash
15291,10015302,25428,Card
15292,10015303,24385,Cash
15293,10015304,25578,Card
15294,10015305,25709,Card
15295,10015306,25885,Cash
15296,10015307,26828,Cash
15297,10015308,26290,Card
15298,10015309,24342,Cash
15299,10015310,26910,Cash
15300,10015311,25974,Cash
15301,10015312,25000,Card
15302,10015313,24324,Cash
15303,10015314,25061,Card
15304,10015315,26802,Cash
15305,10015316,24259,Cash
15306,10015317,26435,Card
15307,10015318,26615,Card
15308,10015319,31549,Cash
15309,10015320,30925,Cash
15310,10015321,30633,Card
15311,10015322,30429,Card
15312,10015323,32834,Card
15313,10015324,30597,Card
15314,10015325,32529,Card
15315,10015326,32045,Card
15316,10015327,30610,Card
15317,10015328,30712,Card
15318,10015329,8412,Card
15319,10015330,6105,Card
15320,10015331,7462,Card
15321,10015332,7196,Card
15322,10015333,7999,Card
15323,10015334,8926,Cash
15324,10015335,8095,Cash
15325,10015336,7780,Card
15326,10015337,7696,Card
15327,10015338,6796,Card
15328,10015339,6184,Card
15329,10015340,8149,Card
15330,10015341,6017,Card
15331,10015342,7992,Card
15332,10015343,8830,Card
15333,10015344,6640,Cash
15334,10015345,8143,Cash
15335,10015346,7832,Cash
15336,10015347,8379,Card
15337,10015348,8602,Cash
15338,10015349,6730,Card
15339,10015350,7344,Card
15340,10015351,8938,Cash
15341,10015352,7004,Cash
15342,10015353,7403,Card
15343,10015354,6804,Cash
15344,10015355,8882,Card
15345,10015356,7093,Card
15346,10015357,7776,Cash
15347,10015358,6558,Cash
15348,10015359,6243,Card
15349,10015360,6117,Card
15350,10015361,8753,Card
15351,10015362,6063,Card
15352,10015363,8783,Card
15353,10015364,8575,Cash
15354,10015365,6594,Card
15355,10015366,8139,Card
15356,10015367,6814,Cash
15357,10015368,7311,Cash
15358,10015369,6156,Cash
15359,10015370,8182,Card
15360,10015371,6452,Cash
15361,10015372,8995,Card
15362,10015373,6767,Card
15363,10015374,8399,Cash
15364,10015375,8550,Cash
15365,10015376,7326,Card
15366,10015377,8303,Cash
15367,10015378,8843,Card
15368,10015379,8900,Card
15369,10015380,7995,Card
15370,10015381,6313,Card
15371,10015382,6681,Card
15372,10015383,8098,Cash
15373,10015384,8745,Card
15374,10015385,8108,Cash
15375,10015386,7196,Card
15376,10015387,6310,Cash
15377,10015388,6517,Card
15378,10015389,8857,Card
15379,10015390,6046,Card
15380,10015391,6131,Cash
15381,10015392,8504,Card
15382,10015393,6795,Card
15383,10015394,7952,Card
15384,10015395,7499,Card
15385,10015396,6156,Card
15386,10015397,7695,Card
15387,10015398,8514,Card
15388,10015399,6611,Cash
15389,10015400,7344,Card
15390,10015401,7813,Cash
15391,10015402,8892,Card
15392,10015403,7652,Cash
15393,10015404,8615,Card
15394,10015405,6341,Card
15395,10015406,7686,Card
15396,10015407,8588,Card
15397,10015408,7332,Card
15398,10015409,8801,Card
15399,10015410,6698,Cash
15400,10015411,6976,Card
15401,10015412,8813,Cash
15402,10015413,6843,Cash
15403,10015414,7930,Card
15404,10015415,6760,Cash
15405,10015416,8533,Card
15406,10015417,8226,Cash
15407,10015418,7884,Cash
15408,10015419,7022,Card
15409,10015420,6882,Card
15410,10015421,6936,Card
15411,10015422,8458,Card
15412,10015423,8221,Cash
15413,10015424,6711,Cash
15414,10015425,6739,Card
15415,10015426,8926,Card
15416,10015427,6073,Card
15417,10015428,6764,Cash
15418,10015429,7000,Card
15419,10015430,8247,Card
15420,10015431,6818,Card
15421,10015432,6454,Cash
15422,10015433,6455,Card
15423,10015434,8115,Card
15424,10015435,8049,Card
15425,10015436,7564,Card
15426,10015437,6959,Cash
15427,10015438,8490,Cash
15428,10015439,7587,Cash
15429,10015440,7989,Card
15430,10015441,8984,Cash
15431,10015442,6950,Card
15432,10015443,7622,Card
15433,10015444,8601,Cash
15434,10015445,8502,Cash
15435,10015446,6856,Cash
15436,10015447,6051,Cash
15437,10015448,8735,Card
15438,10015449,8730,Card
15439,10015450,8029,Card
15440,10015451,6754,Card
15441,10015452,8902,Card
15442,10015453,6895,Cash
15443,10015454,6679,Cash
15444,10015455,8712,Card
15445,10015456,7861,Cash
15446,10015457,8478,Cash
15447,10015458,6369,Card
15448,10015459,7787,Card
15449,10015460,7234,Card
15450,10015461,6828,Cash
15451,10015462,8355,Card
15452,10015463,8811,Cash
15453,10015464,6674,Card
15454,10015465,8355,Card
15455,10015466,7800,Card
15456,10015467,7802,Cash
15457,10015468,8367,Cash
15458,10015469,9572,Card
15459,10015470,11539,Card
15460,10015471,11483,Card
15461,10015472,9300,Cash
15462,10015473,9064,Cash
15463,10015474,11885,Card
15464,10015475,11340,Card
15465,10015476,54522,Cash
15466,10015477,55985,Card
15467,10015478,54018,Card
15468,10015479,1491,Cash
15469,10015480,2022,Card
15470,10015481,2015,Cash
15471,10015482,1769,Card
15472,10015483,219,Card
15473,10015484,1921,Card
15474,10015485,1110,Card
15475,10015486,1475,Card
15476,10015487,2861,Cash
15477,10015488,1866,Cash
15478,10015489,2316,Cash
15479,10015490,1403,Card
15480,10015491,7,Cash
15481,10015492,321,Card
15482,10015493,1147,Cash
15483,10015494,668,Cash
15484,10015495,584,Card
15485,10015496,1654,Cash
15486,10015497,1206,Card
15487,10015498,133,Card
15488,10015499,1737,Cash
15489,10015500,1509,Cash
15490,10015501,2821,Cash
15491,10015502,33,Card
15492,10015503,1857,Card
15493,10015504,1733,Cash
15494,10015505,746,Cash
15495,10015506,2499,Card
15496,10015507,1599,Card
15497,10015508,1712,Cash
15498,10015509,2988,Card
15499,10015510,636,Card
15500,10015511,1536,Card
15501,10015512,1567,Card
15502,10015513,2200,Card
15503,10015514,1304,Card
15504,10015515,1162,Cash
15505,10015516,2666,Card
15506,10015517,341,Card
15507,10015518,1606,Card
15508,10015519,961,Card
15509,10015520,1779,Card
15510,10015521,14,Card
15511,10015522,410,Card
15512,10015523,2970,Card
15513,10015524,941,Card
15514,10015525,2306,Card
15515,10015526,1403,Card
15516,10015527,1686,Card
15517,10015528,517,Cash
15518,10015529,1902,Cash
15519,10015530,1621,Cash
15520,10015531,1201,Card
15521,10015532,2116,Card
15522,10015533,406,Card
15523,10015534,2939,Cash
15524,10015535,2650,Cash
15525,10015536,2347,Card
15526,10015537,631,Card
15527,10015538,2017,Card
15528,10015539,396,Cash
15529,10015540,1294,Cash
15530,10015541,309,Card
15531,10015542,628,Cash
15532,10015543,2977,Card
15533,10015544,2644,Cash
15534,10015545,2115,Card
15535,10015546,531,Card
15536,10015547,2439,Cash
15537,10015548,627,Cash
15538,10015549,1576,Card
15539,10015550,2252,Card
15540,10015551,2379,Card
15541,10015552,94,Card
15542,10015553,522,Card
15543,10015554,2116,Cash
15544,10015555,2709,Cash
15545,10015556,2418,Card
15546,10015557,2962,Card
15547,10015558,1465,Card
15548,10015559,342,Cash
15549,10015560,1963,Card
15550,10015561,2949,Card
15551,10015562,1544,Card
15552,10015563,1696,Cash
15553,10015564,1511,Cash
15554,10015565,1388,Card
15555,10015566,2732,Cash
15556,10015567,2842,Card
15557,10015568,547,Cash
15558,10015569,1057,Cash
15559,10015570,2272,Card
15560,10015571,2992,Card
15561,10015572,1619,Card
15562,10015573,1654,Card
15563,10015574,1524,Cash
15564,10015575,1196,Card
15565,10015576,1870,Card
15566,10015577,199,Cash
15567,10015578,873,Card
15568,10015579,1670,Card
15569,10015580,1098,Card
15570,10015581,1242,Card
15571,10015582,2514,Card
15572,10015583,1548,Card
15573,10015584,574,Cash
15574,10015585,435,Card
15575,10015586,1264,Cash
15576,10015587,2682,Cash
15577,10015588,396,Card
15578,10015589,2740,Cash
15579,10015590,654,Cash
15580,10015591,543,Card
15581,10015592,837,Cash
15582,10015593,1272,Card
15583,10015594,2657,Cash
15584,10015595,2763,Cash
15585,10015596,141,Cash
15586,10015597,1970,Cash
15587,10015598,2784,Card
15588,10015599,1848,Cash
15589,10015600,1011,Card
15590,10015601,2509,Card
15591,10015602,745,Cash
15592,10015603,1039,Cash
15593,10015604,109,Card
15594,10015605,2025,Cash
15595,10015606,1036,Card
15596,10015607,1675,Card
15597,10015608,414,Cash
15598,10015609,702,Card
15599,10015610,2721,Cash
15600,10015611,1858,Card
15601,10015612,342,Card
15602,10015613,1969,Card
15603,10015614,2948,Cash
15604,10015615,2125,Card
15605,10015616,2703,Card
15606,10015617,567,Cash
15607,10015618,2896,Cash
15608,10015619,1932,Card
15609,10015620,2245,Card
15610,10015621,2110,Cash
15611,10015622,1330,Card
15612,10015623,2169,Cash
15613,10015624,1122,Card
15614,10015625,878,Card
15615,10015626,1675,Card
15616,10015627,834,Cash
15617,10015628,2279,Card
15618,10015629,2008,Cash
15619,10015630,161,Card
15620,10015631,326,Cash
15621,10015632,2946,Cash
15622,10015633,406,Card
15623,10015634,208,Cash
15624,10015635,290,Card
15625,10015636,1219,Cash
15626,10015637,1128,Card
15627,10015638,2557,Card
15628,10015639,375,Cash
15629,10015640,772,Card
15630,10015641,1201,Cash
15631,10015642,1762,Cash
15632,10015643,2907,Card
15633,10015644,1624,Card
15634,10015645,2128,Cash
15635,10015646,2099,Card
15636,10015647,1923,Card
15637,10015648,1807,Card
15638,10015649,1359,Card
15639,10015650,1124,Card
15640,10015651,2512,Cash
15641,10015652,2890,Card
15642,10015653,2307,Cash
15643,10015654,1253,Card
15644,10015655,1559,Cash
15645,10015656,382,Card
15646,10015657,781,Cash
15647,10015658,1452,Card
15648,10015659,2913,Cash
15649,10015660,1059,Card
15650,10015661,1757,Card
15651,10015662,2633,Card
15652,10015663,1000,Card
15653,10015664,2158,Card
15654,10015665,232,Cash
15655,10015666,2058,Card
15656,10015667,2756,Card
15657,10015668,937,Cash
15658,10015669,147,Card
15659,10015670,2414,Card
15660,10015671,1407,Card
15661,10015672,1578,Card
15662,10015673,1829,Card
15663,10015674,2664,Card
15664,10015675,471,Card
15665,10015676,1168,Cash
15666,10015677,1012,Card
15667,10015678,2099,Card
15668,10015679,2841,Cash
15669,10015680,390,Cash
15670,10015681,2681,Card
15671,10015682,1502,Card
15672,10015683,2472,Cash
15673,10015684,1577,Cash
15674,10015685,1826,Card
15675,10015686,85,Card
15676,10015687,709,Card
15677,10015688,1792,Card
15678,10015689,337,Card
15679,10015690,2850,Card
15680,10015691,882,Card
15681,10015692,1862,Cash
15682,10015693,1968,Cash
15683,10015694,1080,Cash
15684,10015695,1834,Cash
15685,10015696,981,Card
15686,10015697,2732,Card
15687,10015698,888,Card
15688,10015699,1155,Cash
15689,10015700,1488,Cash
15690,10015701,2063,Cash
15691,10015702,637,Cash
15692,10015703,2031,Card
15693,10015704,2683,Cash
15694,10015705,322,Cash
15695,10015706,556,Card
15696,10015707,2034,Cash
15697,10015708,1679,Card
15698,10015709,2713,Card
15699,10015710,2258,Card
15700,10015711,2758,Card
15701,10015712,1355,Cash
15702,10015713,52,Card
15703,10015714,135,Cash
15704,10015715,2587,Card
15705,10015716,2072,Cash
15706,10015717,2455,Cash
15707,10015718,1823,Cash
15708,10015719,412,Cash
15709,10015720,2623,Card
15710,10015721,2353,Card
15711,10015722,2480,Card
15712,10015723,165,Card
15713,10015724,528,Card
15714,10015725,1427,Cash
15715,10015726,1026,Card
15716,10015727,127,Card
15717,10015728,1890,Card
15718,10015729,781,Card
15719,10015730,542,Cash
15720,10015731,281,Cash
15721,10015732,1692,Cash
15722,10015733,1817,Cash
15723,10015734,1903,Card
15724,10015735,2894,Card
15725,10015736,2568,Card
15726,10015737,309,Cash
15727,10015738,1239,Cash
15728,10015739,1274,Cash
15729,10015740,1794,Card
15730,10015741,2687,Cash
15731,10015742,910,Cash
15732,10015743,20,Card
15733,10015744,2430,Card
15734,10015745,222,Card
15735,10015746,1926,Cash
15736,10015747,739,Cash
15737,10015748,1481,Card
15738,10015749,716,Card
15739,10015750,1724,Cash
15740,10015751,1784,Cash
15741,10015752,1896,Cash
15742,10015753,691,Card
15743,10015754,928,Card
15744,10015755,2855,Card
15745,10015756,1013,Cash
15746,10015757,604,Card
15747,10015758,876,Card
15748,10015759,2721,Card
15749,10015760,2532,Card
15750,10015761,1574,Cash
15751,10015762,1380,Card
15752,10015763,982,Card
15753,10015764,2773,Card
15754,10015765,1127,Cash
15755,10015766,1420,Card
15756,10015767,1366,Card
15757,10015768,2948,Cash
15758,10015769,2404,Card
15759,10015770,234,Card
15760,10015771,1514,Card
15761,10015772,1659,Cash
15762,10015773,2515,Cash
15763,10015774,2549,Cash
15764,10015775,1063,Cash
15765,10015776,541,Cash
15766,10015777,1508,Cash
15767,10015778,851,Card
15768,10015779,797,Card
15769,10015780,2374,Card
15770,10015781,18,Card
15771,10015782,815,Card
15772,10015783,2235,Card
15773,10015784,1799,Card
15774,10015785,2278,Cash
15775,10015786,1741,Card
15776,10015787,1736,Cash
15777,10015788,294,Card
15778,10015789,1354,Card
15779,10015790,2411,Card
15780,10015791,2333,Card
15781,10015792,2710,Cash
15782,10015793,1256,Cash
15783,10015794,446,Card
15784,10015795,2001,Card
15785,10015796,867,Cash
15786,10015797,187,Cash
15787,10015798,2416,Card
15788,10015799,2825,Card
15789,10015800,2989,Cash
15790,10015801,2266,Card
15791,10015802,612,Card
15792,10015803,2435,Card
15793,10015804,1993,Cash
15794,10015805,219,Card
15795,10015806,723,Cash
15796,10015807,438,Card
15797,10015808,1574,Cash
15798,10015809,1288,Card
15799,10015810,671,Card
15800,10015811,1298,Cash
15801,10015812,245,Cash
15802,10015813,1367,Cash
15803,10015814,1213,Cash
15804,10015815,2202,Card
15805,10015816,1253,Cash
15806,10015817,990,Card
15807,10015818,1833,Card
15808,10015819,2682,Cash
15809,10015820,447,Card
15810,10015821,1693,Card
15811,10015822,2946,Cash
15812,10015823,777,Card
15813,10015824,1864,Card
15814,10015825,2810,Card
15815,10015826,1588,Cash
15816,10015827,814,Card
15817,10015828,1330,Card
15818,10015829,2681,Card
15819,10015830,22,Card
15820,10015831,1066,Card
15821,10015832,189,Cash
15822,10015833,2738,Cash
15823,10015834,1318,Cash
15824,10015835,1604,Cash
15825,10015836,1869,Card
15826,10015837,2460,Cash
15827,10015838,2444,Cash
15828,10015839,373,Card
15829,10015840,1358,Card
15830,10015841,2229,Card
15831,10015842,2701,Cash
15832,10015843,264,Card
15833,10015844,1754,Card
15834,10015845,1681,Cash
15835,10015846,1642,Card
15836,10015847,2928,Card
15837,10015848,993,Card
15838,10015849,796,Card
15839,10015850,84,Cash
15840,10015851,1709,Cash
15841,10015852,690,Card
15842,10015853,1748,Card
15843,10015854,849,Card
15844,10015855,1705,Cash
15845,10015856,1473,Card
15846,10015857,2660,Card
15847,10015858,2193,Cash
15848,10015859,550,Card
15849,10015860,17359,Cash
15850,10015861,17836,Card
15851,10015862,16572,Cash
15852,10015863,17661,Cash
15853,10015864,17499,Card
15854,10015865,21537,Card
15855,10015866,21888,Card
15856,10015867,22970,Cash
15857,10015868,23159,Cash
15858,10015869,21148,Card
15859,10015870,50103,Cash
15860,10015871,49442,Card
15861,10015872,46756,Cash
15862,10015873,47056,Card
15863,10015874,47188,Card
15864,10015875,47477,Card
15865,10015876,19032,Cash
15866,10015877,20113,Card
15867,10015878,19392,Card
15868,10015879,20119,Card
15869,10015880,19374,Card
15870,10015881,19766,Cash
15871,10015882,18555,Cash
15872,10015883,20548,Card
15873,10015884,19342,Cash
15874,10015885,18068,Card
15875,10015886,18498,Cash
15876,10015887,18938,Card
15877,10015888,19520,Card
15878,10015889,20957,Card
15879,10015890,19447,Cash
15880,10015891,20301,Card
15881,10015892,20339,Card
15882,10015893,20952,Card
15883,10015894,20145,Cash
15884,10015895,19060,Card
15885,10015896,19363,Card
15886,10015897,18963,Card
15887,10015898,18231,Cash
15888,10015899,20431,Card
15889,10015900,18654,Cash
15890,10015901,19929,Cash
15891,10015902,19753,Cash
15892,10015903,18452,Card
15893,10015904,18711,Card
15894,10015905,18579,Card
15895,10015906,18617,Cash
15896,10015907,18398,Card
15897,10015908,19486,Cash
15898,10015909,20187,Card
15899,10015910,20358,Cash
15900,10015911,18968,Cash
15901,10015912,19244,Cash
15902,10015913,20980,Card
15903,10015914,44626,Card
15904,10015915,43239,Card
15905,10015916,44927,Cash
15906,10015917,44084,Card
15907,10015918,44775,Cash
15908,10015919,43494,Cash
15909,10015920,44223,Card
15910,10015921,44359,Card
15911,10015922,42118,Cash
15912,10015923,43282,Card
15913,10015924,42040,Card
15914,10015925,42750,Card
15915,10015926,44675,Card
15916,10015927,44000,Card
15917,10015928,43378,Card
15918,10015929,44776,Card
15919,10015930,43488,Cash
15920,10015931,42247,Card
15921,10015932,42352,Card
15922,10015933,43197,Card
15923,10015934,43510,Cash
15924,10015935,43372,Card
15925,10015936,42465,Card
15926,10015937,43991,Cash
15927,10015938,44775,Cash
15928,10015939,43666,Card
15929,10015940,43050,Card
15930,10015941,42288,Cash
15931,10015942,43155,Card
15932,10015943,42845,Card
15933,10015944,42910,Cash
15934,10015945,42166,Cash
15935,10015946,42459,Cash
15936,10015947,42722,Card
15937,10015948,43957,Card
15938,10015949,44328,Cash
15939,10015950,42129,Card
15940,10015951,42635,Card
15941,10015952,43540,Card
15942,10015953,43019,Card
15943,10015954,43255,Cash
15944,10015955,43300,Card
15945,10015956,43909,Cash
15946,10015957,42553,Card
15947,10015958,43352,Cash
15948,10015959,44190,Card
15949,10015960,44704,Cash
15950,10015961,44655,Card
15951,10015962,44885,Card
15952,10015963,42866,Card
15953,10015964,43446,Cash
15954,10015965,44562,Cash
15955,10015966,43895,Cash
15956,10015967,42241,Cash
15957,10015968,43683,Card
15958,10015969,43110,Cash
15959,10015970,42604,Card
15960,10015971,43852,Cash
15961,10015972,43461,Card
15962,10015973,44895,Card
15963,10015974,44322,Cash
15964,10015975,42966,Cash
15965,10015976,42826,Card
15966,10015977,42075,Cash
15967,10015978,44038,Cash
15968,10015979,43146,Cash
15969,10015980,44817,Card
15970,10015981,42059,Card
15971,10015982,43062,Cash
15972,10015983,43873,Card
15973,10015984,44192,Cash
15974,10015985,43587,Cash
15975,10015986,44565,Cash
15976,10015987,44105,Cash
15977,10015988,42097,Cash
15978,10015989,42278,Cash
15979,10015990,43816,Card
15980,10015991,42411,Card
15981,10015992,43863,Card
15982,10015993,44280,Cash
15983,10015994,43749,Cash
15984,10015995,43634,Card
15985,10015996,42562,Card
15986,10015997,44932,Card
15987,10015998,44857,Cash
15988,10015999,42851,Cash
15989,10016000,43277,Card
15990,10016001,44437,Card
15991,10016002,42341,Card
15992,10016003,43184,Cash
15993,10016004,42404,Card
15994,10016005,42896,Card
15995,10016006,43007,Card
15996,10016007,43057,Cash
15997,10016008,44451,Cash
15998,10016009,43122,Card
15999,10016010,42077,Card
16000,10016011,42117,Cash
16001,10016012,44175,Cash
16002,10016013,42897,Cash
16003,10016014,44617,Card
16004,10016015,43221,Card
16005,10016016,42033,Card
16006,10016017,43382,Cash
16007,10016018,42195,Card
16008,10016019,43789,Cash
16009,10016020,43099,Card
16010,10016021,43117,Card
16011,10016022,42015,Cash
16012,10016023,43747,Cash
16013,10016024,44541,Card
16014,10016025,44568,Card
16015,10016026,43365,Card
16016,10016027,44929,Card
16017,10016028,43491,Card
16018,10016029,42155,Card
16019,10016030,43718,Card
16020,10016031,42245,Card
16021,10016032,43381,Card
16022,10016033,44659,Card
16023,10016034,43277,Cash
16024,10016035,44810,Card
16025,10016036,44256,Cash
16026,10016037,44410,Cash
16027,10016038,43395,Cash
16028,10016039,43652,Card
16029,10016040,44560,Cash
16030,10016041,42326,Card
16031,10016042,42278,Cash
